,Event,Time,Port,Vessel,VesselType
1003,Departure,2019-12-02 14:54,BLECKEDE,AMT NEUHAUS [DE],passenger
1004,Departure,2019-12-02 14:54,PAPENDRECHT,MERWEDAM [NL],passenger
1005,Departure,2019-12-02 14:54,GIBRALTAR,RMS 3 [GI],tug
1006,Departure,2019-12-02 14:54,CHIOS,OINOUSSAI III [GR],passenger
1007,Departure,2019-12-02 14:54,ANTWERP,HENRI-R [BE],undefined
1008,Arrival,2019-12-02 14:54,PORT KEMBLA,SVITZER RUBY [AU],tug
1009,Departure,2019-12-02 14:54,DELFSHAVEN,CHRISTINA [NL],passenger
1010,Arrival,2019-12-02 14:54,PORTO PILA,ALBAROSA [IT],fishing
1011,Arrival,2019-12-02 14:54,PORT KEMBLA,AMAMI [AU],cargo
1012,Departure,2019-12-02 14:54,FREEPORT (TX),CAPT.GEORGE BRUMLEY [US],undefined
1013,Departure,2019-12-02 14:54,SINGAPORE,ALS SATSUKI [SG],cargo
1014,Departure,2019-12-02 14:54,SOUTHAMPTON,RED JET 7 [GB],high speed
1015,Departure,2019-12-02 14:54,WIJNEGEM,RHOONSCHEVEER [BE],passenger
1016,Arrival,2019-12-02 14:54,KOLHATTAN,SVANHILD [SE],passenger
1017,Arrival,2019-12-02 14:53,IJMUIDEN,HECTOR [NL],cargo
1018,Departure,2019-12-02 14:53,MALONGO,LOBITO TIDE [AO],undefined
1019,Arrival,2019-12-02 14:53,PUERTO MONTT,ISLA TENGLO [CL],cargo
1020,Departure,2019-12-02 14:53,NAPOLI,DRIADE [IT],passenger
1021,Departure,2019-12-02 14:53,WISCHHAFEN,WISCHHAFEN [DE],passenger
1022,Arrival,2019-12-02 14:53,SINGAPORE,AGILE [SG],undefined
1023,Arrival,2019-12-02 14:53,LA PALLICE,F/V L IMAGINE [FR],fishing
1024,Arrival,2019-12-02 14:53,AMSTERDAM,PONT 6 [NL],passenger
1025,Departure,2019-12-02 14:53,XIAMEN,XIA GANG TUO 24 [CN],undefined
1026,Arrival,2019-12-02 14:53,AL JUBAIL,ORIENTAL COSMOS [SA],tanker
1027,Departure,2019-12-02 14:53,SAN PEDRO (AR),DON CESAR ATILIO [AR],undefined
1028,Departure,2019-12-02 14:53,KANESTRAUM,SVANOY [NO],passenger
1029,Arrival,2019-12-02 14:53,MOMBASA,ALDABRA [KE],tanker
1030,Arrival,2019-12-02 14:53,PAPENDRECHT,AQUA RUNNER [NL],passenger
1031,Arrival,2019-12-02 14:53,KARLSKRONA,A502 HMS ANTARES [SE],tug
1032,Arrival,2019-12-02 14:53,GENOVA,SAN FRANCESCO [IT],tanker
1033,Departure,2019-12-02 14:53,PORSGRUNN,BB CONNECTOR [NO],tug
1034,Departure,2019-12-02 14:53,PORT JEROME,BAC14 [FR],passenger
1035,Arrival,2019-12-02 14:53,PORT TOWNSEND,RUBY VIII [US],tug
1036,Arrival,2019-12-02 14:53,SINGAPORE,YORK 90 [SG],yacht
1037,Departure,2019-12-02 14:53,VIRGIN GORDA,MIDNIGHT WOLF [VG],tug
1038,Arrival,2019-12-02 14:53,NEW YORK,ORANGE STAR [US],tanker
1039,Departure,2019-12-02 14:53,IJMUIDEN,PONT 8 [NL],passenger
1040,Arrival,2019-12-02 14:53,TERNEUZEN,SMIT SEINE [NL],tug
1041,Arrival,2019-12-02 14:53,SNAPTUN,M/F HJARNOE [DK],passenger
1042,Arrival,2019-12-02 14:53,FORT LAUDERDALE,LITTLE GEM 3 [US],yacht
1043,Departure,2019-12-02 14:53,WERKENDAM,FLORALIA [NL],cargo
1044,Arrival,2019-12-02 14:53,LANGEVAG,UTSTEIN [NO],passenger
1045,Departure,2019-12-02 14:53,ZAANDAM,PONT 6 [NL],passenger
1046,Arrival,2019-12-02 14:53,TREASURE ISLAND,MS KATIE [US],passenger
1047,Departure,2019-12-02 14:53,SABETTA,NADYM [RU],tug
1048,Departure,2019-12-02 14:53,DORDRECHT,AQUA RUNNER [NL],passenger
1049,Departure,2019-12-02 14:53,VALENCIA,VB XEREA [ES],tug
1050,Arrival,2019-12-02 14:53,FUJAIRAH,ES MAHTAB [AE],tug
1051,Arrival,2019-12-02 14:53,RIDDERKERK,DRECHTSTEDEN 2 [NL],undefined
1052,Departure,2019-12-02 14:53,BOTLEK - ROTTERDAM,MAASSTROOM9 [NL],cargo
1053,Arrival,2019-12-02 14:53,SLUISKIL,JANNY [NL],tug
1054,Arrival,2019-12-02 14:53,MACAU,WING DART [MO],cargo
1055,Departure,2019-12-02 14:53,SYKKYLVEN,SKOPPHORN [NO],passenger
1056,Departure,2019-12-02 14:53,DURBAN,FEDERAL TYNE [ZA],cargo
1057,Arrival,2019-12-02 14:53,VENLO,LIS [NL],cargo
1058,Arrival,2019-12-02 14:53,KINGSTON FERRY,FINEST [US],high speed
1059,Departure,2019-12-02 14:53,TEXAS CITY,SALVATION [US],yacht
1060,Arrival,2019-12-02 14:53,JACKSONVILLE,STACY MCALLISTER [US],tug
1061,Departure,2019-12-02 14:53,RODBYHAVN,SCHLESWIG-HOLSTEIN [DK],passenger
1062,Departure,2019-12-02 14:53,INCHEON,HAESONG 1 [KR],tanker
1063,Departure,2019-12-02 14:53,ALMADA,CAMPOLIDE [PT],passenger
1064,Arrival,2019-12-02 14:53,SUVA,SOLANDER 9 [FJ],fishing
1065,Departure,2019-12-02 14:53,MAASSLUIS,BLANKENBURG [NL],passenger
1066,Departure,2019-12-02 14:53,MGARR,248692000 [MT],passenger
1067,Arrival,2019-12-02 14:53,BRUNSBUETTEL,FAEHRE BRESLAU [DE],passenger
1068,Arrival,2019-12-02 14:53,MONDORF,CHRISTOPHORUS [DE],undefined
1069,Departure,2019-12-02 14:53,GILLELEJE,SCHWALBE [DK],fishing
1070,Departure,2019-12-02 14:53,CHANNAHON,SAM M FLEMING [US],tug
1071,Arrival,2019-12-02 14:52,BERLIN,PRINS BERNHARD [DE],passenger
1072,Departure,2019-12-02 14:52,XIAMEN,XIA GANG TUO 25 [CN],tug
1073,Arrival,2019-12-02 14:52,SAN FRANCISCO,BAY BREEZE [US],passenger
1074,Departure,2019-12-02 14:52,MERAK,KMP DOROTHY [ID],passenger
1075,Departure,2019-12-02 14:52,PUERTO LA CRUZ,VIRGEN DEL VALLE [VE],tug
1076,Arrival,2019-12-02 14:52,HORTEN,BASTOE I [NO],passenger
1077,Departure,2019-12-02 14:52,FREDRIKSTAD,TRANSPORTER [NO],cargo
1078,Arrival,2019-12-02 14:52,KOPERVIK,FJORDTRAAL [NO],fishing
1079,Arrival,2019-12-02 14:52,ELEFSIS,CHRISTOS XXXVII [GR],tug
1080,Departure,2019-12-02 14:52,VULCANO,CALYPSO [IT],high speed
1081,Arrival,2019-12-02 14:52,ST PETERSBURG,MSC NEDERLAND [RU],cargo
1082,Arrival,2019-12-02 14:52,ROTTERDAM WAALHAVEN,SNOEK [NL],passenger
1083,Departure,2019-12-02 14:52,VENTURA,ISLANDER [US],passenger
1084,Arrival,2019-12-02 14:52,VESUVIUS (BC),BOWEN QUEEN [CA],passenger
1085,Arrival,2019-12-02 14:52,BRUNSBUETTEL,FAEHRE DANZIG [DE],passenger
1086,Arrival,2019-12-02 14:52,NIEHL,JOSINA [DE],cargo
1087,Departure,2019-12-02 14:52,LEMONT,MARY C [US],tug
1088,Arrival,2019-12-02 14:52,BRONNOYSUND,TORGET [NO],passenger
1089,Arrival,2019-12-02 14:52,VAXHOLM,SILVERO [SE],passenger
1090,Arrival,2019-12-02 14:52,TRONDHEIM,TRONDHEIMSFJORD II [NO],high speed
1091,Departure,2019-12-02 14:52,NAGOYA,MEIYU MARU [JP],cargo
1092,Departure,2019-12-02 14:52,DONSO,RIVO [SE],high speed
1093,Departure,2019-12-02 14:52,FANO,FENJA [DK],passenger
1094,Arrival,2019-12-02 14:52,WAKAYAMA,FERRY KATSURAGI [JP],passenger
1095,Arrival,2019-12-02 14:52,TIEL,POMONA [NL],passenger
1096,Arrival,2019-12-02 14:52,DRAG,STADDA [NO],passenger
1097,Departure,2019-12-02 14:52,BRUNSBUETTEL,FAEHRE BERLIN [DE],passenger
1098,Departure,2019-12-02 14:52,SVANESUND,SVANHILD [SE],passenger
1099,Arrival,2019-12-02 14:52,NEW YORK,HMS LIBERTY [US],tug
1100,Arrival,2019-12-02 14:52,CANCUN,CITYJET III [MX],passenger
1101,Arrival,2019-12-02 14:52,CHACAO,EL TRAUCO [CL],passenger
1102,Departure,2019-12-02 14:52,RAS LAFFAN,FOG 11 [QA],undefined
1103,Arrival,2019-12-02 14:52,MARKEN,VOLENDAM [NL],passenger
1104,Departure,2019-12-02 14:52,BREMERHAVEN,NORDENHAM [DE],passenger
1105,Departure,2019-12-02 14:52,STAVSNAS,MADAM [SE],passenger
1106,Departure,2019-12-02 14:52,AMSTERDAM,MARTCILINO [NL],cargo
1107,Arrival,2019-12-02 14:52,RISOR,TEISTHOLM [NO],fishing
1108,Departure,2019-12-02 14:52,ASHDOD,SPES [IL],cargo
1109,Departure,2019-12-02 14:52,FUJAIRAH,MAGGIE 1 [AE],tug
1110,Departure,2019-12-02 14:52,POWELL RIVER,NORTH ISLAND PRINCES [CA],passenger
1111,Departure,2019-12-02 14:52,ROAD TOWN,ELLA G [VG],passenger
1112,Departure,2019-12-02 14:52,MEPPEL,SIROCCO [NL],cargo
1113,Arrival,2019-12-02 14:52,GELKENES,STAD SCHOONHOVEN [NL],passenger
1114,Arrival,2019-12-02 14:52,GOUDA,ZEELANDIA [NL],undefined
1115,Departure,2019-12-02 14:52,PUERTO CHACABUCO,QUEULAT [CL],passenger
1116,Departure,2019-12-02 14:52,RORO,LINDA [SE],passenger
1117,Departure,2019-12-02 14:52,CIRKEWWA,MALITA [MT],passenger
1118,Departure,2019-12-02 14:52,GELKENES,MUTATIE [NL],cargo
1119,Arrival,2019-12-02 14:52,ROTTERDAM WAALHAVEN,CORVUS [NL],cargo
1120,Arrival,2019-12-02 14:52,VULCANO,CALYPSO [IT],high speed
1121,Arrival,2019-12-02 14:52,SIMRISHAMN,F/V GLOMSKAR [SE],fishing
1122,Departure,2019-12-02 14:52,SAO SEBASTIAO,WS POLARIS [BR],tug
1123,Departure,2019-12-02 14:52,ENDELAVE,MF ENDELAVE [DK],passenger
1124,Arrival,2019-12-02 14:52,HAREID,GODOEY [NO],high speed
1125,Arrival,2019-12-02 14:52,SALAMINA,KONSTANTINOS K [GR],passenger
1126,Departure,2019-12-02 14:51,CHARLEROI,INFINITY 1 [BE],cargo
1127,Departure,2019-12-02 14:51,RENDSBURG,FAEHRE STETTIN [DE],passenger
1128,Arrival,2019-12-02 14:51,MEMPHIS,LUCY WEPFER [US],tug
1129,Departure,2019-12-02 14:51,MOLDE,FANNEFJORD [NO],passenger
1130,Arrival,2019-12-02 14:51,VLAARDINGEN - ROTTERDAM,BO CHRIS JR [NL],cargo
1131,Arrival,2019-12-02 14:51,MOUNT VERNON,MCKENZIE M [US],undefined
1132,Departure,2019-12-02 14:51,REGGIO,PRINCESSOFDUBROVNIK [IT],high speed
1133,Departure,2019-12-02 14:51,MALOY,FROYA [NO],high speed
1134,Departure,2019-12-02 14:51,JABAL AZ ZANNAH,YAMEELA [AE],undefined
1135,Arrival,2019-12-02 14:51,BEEF ISLAND,UNFORGETTABLE [VG],passenger
1136,Arrival,2019-12-02 14:51,DUISBURG,ECHTERNACH [DE],yacht
1137,Arrival,2019-12-02 14:51,PESCARA,ANTONIETTA [IT],fishing
1138,Arrival,2019-12-02 14:51,RAVSNAS,ROMINA [SE],passenger
1139,Arrival,2019-12-02 14:51,HEDEN (HONO),ADA [SE],passenger
1140,Arrival,2019-12-02 14:51,OSLO,HULDRA [NO],passenger
1141,Arrival,2019-12-02 14:51,HALHJEM,LYSOY [NO],passenger
1142,Departure,2019-12-02 14:51,PIRAEUS,MAERSK BATAM [GR],cargo
1143,Departure,2019-12-02 14:51,PIRAEUS,CHRISTOS XXX [GR],tug
1144,Arrival,2019-12-02 14:51,EDMONDS,WSF WALLA WALLA [US],passenger
1145,Arrival,2019-12-02 14:51,KARLSKRONA,ASPO 3 [SE],passenger
1146,Arrival,2019-12-02 14:51,NESNA,ALSTEN [NO],passenger
1147,Departure,2019-12-02 14:51,PORT EVERGLADES,W [US],yacht
1148,Arrival,2019-12-02 14:51,BOTLEK - ROTTERDAM,SAYONARA [NL],cargo
1149,Departure,2019-12-02 14:51,RYDE,WIGHT RYDER 2 [GB],high speed
1150,Departure,2019-12-02 14:51,SOUTHAMPTON,NEPTUNE GALENE [GB],cargo
1151,Departure,2019-12-02 14:51,TORSHAVN,SAMSON [FO],tug
1152,Arrival,2019-12-02 14:51,VALPARAISO,SAINT BRANDAN [CL],cargo
1153,Departure,2019-12-02 14:51,RAVENNA,MIA [IT],cargo
1154,Arrival,2019-12-02 14:51,ROTTERDAM CENTRUM,MSTX 7 [NL],high speed
1155,Departure,2019-12-02 14:51,MALONGO,SURF.1896(S21) [AO],undefined
1156,Arrival,2019-12-02 14:51,HARLINGEN,ASTERIAS [NL],tug
1157,Departure,2019-12-02 14:51,EVERETT,PORT GARDNER [US],tug
1158,Arrival,2019-12-02 14:51,NORFOLK,BBC PLATA [US],cargo
1159,Arrival,2019-12-02 14:51,TILBURY,SVITZER BOOTLE [GB],tug
1160,Arrival,2019-12-02 14:51,SINGAPORE,STAR DIAMOND TG76 [SG],tug
1161,Arrival,2019-12-02 14:51,CALETA GONZALO,HORNOPIREN [CL],undefined
1162,Arrival,2019-12-02 14:51,SEATTLE,WSF WENATCHEE [US],passenger
1163,Arrival,2019-12-02 14:51,TERSCHELLING,DURK [NL],tug
1164,Departure,2019-12-02 14:51,FUJAIRAH,INCHCAPE 19 [AE],yacht
1165,Departure,2019-12-02 14:51,ALGECIRAS,AITANA DEL CARMEN [ES],cargo
1166,Arrival,2019-12-02 14:51,BLUMENTHAL,STEDINGEN [DE],passenger
1167,Arrival,2019-12-02 14:51,SALVADOR,JOANA ANGELICA I [BR],passenger
1168,Departure,2019-12-02 14:51,LYSAKER,BARONESSEN [NO],high speed
1169,Departure,2019-12-02 14:51,BRUNSBUETTEL,PILOT KIEBITZ [DE],tug
1170,Arrival,2019-12-02 14:51,MESSINA,SELINUNTE JET [IT],high speed
1171,Arrival,2019-12-02 14:51,HUENEME,ADELE ELISE [US],undefined
1172,Arrival,2019-12-02 14:51,STOREBO,TJELDEN [NO],high speed
1173,Departure,2019-12-02 14:51,DORDRECHT,SYNTHESE 12 [NL],tanker
1174,Arrival,2019-12-02 14:51,DAGEBUELL,NORDFRIESLAND [DE],passenger
1175,Arrival,2019-12-02 14:51,GRAND MANAN,GRANDMANAN ADVENTURE [CA],passenger
1176,Departure,2019-12-02 14:51,PUTTGARDEN,HOLGER DANSKE [DE],passenger
1177,Departure,2019-12-02 14:51,HAIAN,ZI JING ERSHI ER HAO [CN],passenger
1178,Departure,2019-12-02 14:51,ESQUIMALT,RN HODDER [CA],tug
1179,Departure,2019-12-02 14:51,NORRKOPING,ADELINA D [SE],cargo
1180,Departure,2019-12-02 14:51,TILBURY,BF CARTAGENA [GB],cargo
1181,Arrival,2019-12-02 14:51,HAUGESUND,UTSIRA [NO],passenger
1182,Departure,2019-12-02 14:51,FISCHENHAFEN LABOE,STRANDE [DE],passenger
1183,Departure,2019-12-02 14:51,STAVANGER,RYGERBUEN [NO],passenger
1184,Arrival,2019-12-02 14:51,MAASVLAKTE - ROTTERDAM,FIDUCIA [NL],cargo
1185,Arrival,2019-12-02 14:51,JAVEA,SOL TERCER [ES],fishing
1186,Arrival,2019-12-02 14:51,ZIMMICH,COMANDOR 1 [RO],undefined
1187,Departure,2019-12-02 14:51,AMSTERDAM,CURATA [NL],cargo
1188,Departure,2019-12-02 14:51,MINA SULMAN,SVITZER DILMUN [BH],yacht
1189,Departure,2019-12-02 14:51,DORTMUND,ESTANCIA [DE],undefined
1190,Arrival,2019-12-02 14:51,MEKAR PUTIH,TB.LSBL XIX [ID],tug
1191,Departure,2019-12-02 14:51,CORPUS CHRISTI,GLAFKOS [US],tanker
1192,Departure,2019-12-02 14:51,HELSINKI,SUOMENLINNA II [FI],passenger
1193,Departure,2019-12-02 14:51,CAPE TOWN,SAXON [ZA],fishing
1194,Arrival,2019-12-02 14:50,SINGAPORE,NOBLE KNIGHT [SG],tug
1195,Departure,2019-12-02 14:50,OUISTREHAM,F/V LA BARAKA [FR],fishing
1196,Arrival,2019-12-02 14:50,HAMBURG,TOLLERORT [DE],passenger
1197,Arrival,2019-12-02 14:50,PLYMOUTH,PAPILLON [GB],yacht
1198,Departure,2019-12-02 14:50,FUJAIRAH,MIKASA [AE],undefined
1199,Arrival,2019-12-02 14:50,LYMINGTON,WIGHT LIGHT [GB],passenger
1200,Departure,2019-12-02 14:50,TANANGER,LOS 123 [NO],tug
1201,Arrival,2019-12-02 14:50,ARSVAGEN,BOKNAFJORD [NO],passenger
1202,Departure,2019-12-02 14:50,MANNHEIM,RP-BIRSFELDEN [DE],undefined
1203,Departure,2019-12-02 14:50,THAMES,RT EVOLUTION [GB],tug
1204,Arrival,2019-12-02 14:50,CEUTA,FESTIVO [ES],cargo
1205,Arrival,2019-12-02 14:50,DORDRECHT,ATLANTIC PRIDE [NL],tanker
1206,Arrival,2019-12-02 14:50,PAPENDRECHT,SCHIE [NL],passenger
1207,Arrival,2019-12-02 14:50,MORTAVIKA,STAVANGERFJORD [NO],passenger
1208,Departure,2019-12-02 14:50,ANTWERP,SMYLTINE [BE],passenger
1209,Departure,2019-12-02 14:50,CALETA PUELCHE,DON JUAN [CL],passenger
1210,Arrival,2019-12-02 14:50,TEXEL,TEXELSTROOM [NL],passenger
1211,Departure,2019-12-02 14:50,PIRAEUS,LEON [GR],tug
1212,Departure,2019-12-02 14:50,ZHUHAI,ZHONG JIN 368 [CN],cargo
1213,Departure,2019-12-02 14:50,YALOVA,ADNAN MENDERES [TR],high speed
1214,Arrival,2019-12-02 14:50,STRANGFORD,STRANGFORD 2 [GB],passenger
1215,Arrival,2019-12-02 14:50,WYK AUF FOHR,NORDERAUE [DE],passenger
1216,Departure,2019-12-02 14:50,KOBE,LUPINUS [JP],tanker
1217,Departure,2019-12-02 14:50,BOTLEK - ROTTERDAM,VIRAGE [NL],tanker
1218,Arrival,2019-12-02 14:50,HELSINGOR,GODE MICHEL [DK],yacht
1219,Departure,2019-12-02 14:50,KRIMPEN,WANTIJ [NL],passenger
1220,Departure,2019-12-02 14:50,TERNEUZEN,MANUEL [NL],tanker
1221,Arrival,2019-12-02 14:50,SALVADOR,ZUMBI DOS PALMARES [BR],passenger
1222,Departure,2019-12-02 14:50,VLAARDINGEN - ROTTERDAM,KRVE 62 [NL],high speed
1223,Departure,2019-12-02 14:50,BAYUQUAN,HENG FU [CN],tug
1224,Arrival,2019-12-02 14:50,TERNEUZEN,LAVORO [NL],cargo
1225,Departure,2019-12-02 14:50,SLOVAG,MELDERSKIN [NO],passenger
1226,Departure,2019-12-02 14:50,AMSTERDAM,SVITZER AMSTEL [NL],tug
1227,Departure,2019-12-02 14:50,ANNACIS ISLAND,SST TIGER SUN [CA],tug
1228,Departure,2019-12-02 14:50,KAOHSIUNG,HAIHONG1 [TW],cargo
1229,Departure,2019-12-02 14:50,WIJK BIJ DUURSTEDE,STOLT MOSEL [NL],tanker
1230,Arrival,2019-12-02 14:50,HANSWEERT,ZWAANTJE9 [NL],undefined
1231,Departure,2019-12-02 14:50,AUHAFEN,RP ROTTERDAM [CH],tanker
1232,Departure,2019-12-02 14:50,KAOHSIUNG,S12 CHIEN NAN NO 1 [TW],tug
1233,Departure,2019-12-02 14:50,NESVIK,HJELMELAND [NO],passenger
1234,Arrival,2019-12-02 14:50,BREMEN,MARTINI [DE],cargo
1235,Departure,2019-12-02 14:50,RHEINAU,ALTRIP MANNHEIM [DE],undefined
1236,Departure,2019-12-02 14:50,BISCHOFSHEIM,RALF DIETER [DE],cargo
1237,Departure,2019-12-02 14:50,ZWARTSLUIS,SEMPER-SPERA [NL],cargo
1238,Departure,2019-12-02 14:50,BOTTROP,SKAGEN [DE],tanker
1239,Departure,2019-12-02 14:50,TANANGER,VOS DISCOVERY [NO],tug
1240,Departure,2019-12-02 14:50,HANSWEERT,HOOP OP ZEGEN [NL],cargo
1241,Arrival,2019-12-02 14:50,AMSTERDAM,NON VERBA [NL],undefined
1242,Arrival,2019-12-02 14:50,PORT ARTHUR,SAVAGE HONOR [US],undefined
1243,Arrival,2019-12-02 14:50,BREKSTAD,VESTRAATT [NO],passenger
1244,Departure,2019-12-02 14:50,KARLSRUHE,EVANTI [DE],cargo
1245,Arrival,2019-12-02 14:50,LA GOMERA,BENCHIJIGUA EXPRESS [ES],passenger
1246,Arrival,2019-12-02 14:49,ROTTERDAM CENTRUM,LEAN [NL],cargo
1247,Departure,2019-12-02 14:49,GANGES,SCHOLARSHIP [CA],passenger
1248,Arrival,2019-12-02 14:49,ZEEBRUGGE,MOZART [BE],cargo
1249,Arrival,2019-12-02 14:49,SHELTER ISLAND HEIGH,MANHANSETT [US],passenger
1250,Departure,2019-12-02 14:49,BRIXHAM,BETHAN LOUISE [GB],fishing
1251,Arrival,2019-12-02 14:49,HOUTON,HOY HEAD [GB],passenger
1252,Departure,2019-12-02 14:49,FESTVAG,ROESUND [NO],passenger
1253,Arrival,2019-12-02 14:49,PORTSMOUTH,SPIRIT OF PORTSMOUTH [GB],passenger
1254,Arrival,2019-12-02 14:49,GEINSHEIM,HELENE [DE],passenger
1255,Departure,2019-12-02 14:49,LE PALAIS,VINDILIS [FR],passenger
1256,Arrival,2019-12-02 14:49,SKAGEN,A 357 HANNE DUE [DK],fishing
1257,Departure,2019-12-02 14:49,ROTTERDAM WAALHAVEN,MSTX 9 [NL],high speed
1258,Departure,2019-12-02 14:49,NAPOLI,CELESTINA [IT],passenger
1259,Arrival,2019-12-02 14:49,BRAUNSCHWEIG,SCHUB 2407 << [DE],cargo
1260,Arrival,2019-12-02 14:49,SAINT IGNACE,CATHERINE LEGARDEUR [CA],passenger
1261,Arrival,2019-12-02 14:49,HALSA,RAUMA [NO],passenger
1262,Arrival,2019-12-02 14:49,PARKHAVEN,MAR-GRETHE [NL],undefined
1263,Arrival,2019-12-02 14:49,PORT EVERGLADES,TRIDENT [US],tug
1264,Arrival,2019-12-02 14:49,ROUEN,JULIEN M [FR],cargo
1265,Arrival,2019-12-02 14:49,ACHNACROISH,LOCH STRIVEN [GB],passenger
1266,Arrival,2019-12-02 14:49,LUANDA,STAPEM BELUGA [AO],tug
1267,Arrival,2019-12-02 14:49,LES SABLES D OLONNE,F/V LE PTIT BOGUESE [FR],fishing
1268,Arrival,2019-12-02 14:49,CONFLANS,HERA [FR],undefined
1269,Departure,2019-12-02 14:49,BARGE TERMINAL BORN,JOLIEN [NL],cargo
1270,Arrival,2019-12-02 14:49,PRINCE RUPERT,PACIFIC PATHFINDER [CA],tug
1271,Arrival,2019-12-02 14:49,LONDON,GPS CERVIA [GB],tug
1272,Arrival,2019-12-02 14:49,PARKHAVEN,ELISABETH [NL],cargo
1273,Departure,2019-12-02 14:49,DORDRECHT,ALBLAS [NL],passenger
1274,Departure,2019-12-02 14:49,GEINSHEIM,JANNELIEN [DE],cargo
1275,Departure,2019-12-02 14:49,SOREL,OCEAN CLOVIS T [CA],tug
1276,Arrival,2019-12-02 14:49,FLORO,SYLVARNES [NO],high speed
1277,Departure,2019-12-02 14:49,GILIMANUK,SATYA KENCANA 2 [ID],passenger
1278,Departure,2019-12-02 14:49,SKAVENIK,KVINNHERAD [NO],passenger
1279,Departure,2019-12-02 14:49,DELFT,RODORT 7 [NL],tanker
1280,Departure,2019-12-02 14:49,MOERDIJK,MEARE [NL],cargo
1281,Arrival,2019-12-02 14:49,CHIOGGIA,EUROPA [IT],fishing
1282,Arrival,2019-12-02 14:49,BRANNO,FROJA [SE],passenger
1283,Departure,2019-12-02 14:49,PUTTERSHOEK,INGRID [NL],tanker
1284,Departure,2019-12-02 14:49,GUERNSEY,SARNIA [GG],tug
1285,Departure,2019-12-02 14:49,BELLE VERNON,CORI WEILAND [US],tug
1286,Departure,2019-12-02 14:49,ORCAS,WSF SAMISH [US],passenger
1287,Departure,2019-12-02 14:49,HOLBAEK,OROE [DK],cargo
1288,Arrival,2019-12-02 14:49,SURABAYA,MV.MERATUSBATAM [ID],cargo
1289,Departure,2019-12-02 14:49,PAPENDRECHT,DUO [NL],undefined
1290,Departure,2019-12-02 14:49,SOUTHWORTH,WSF KITSAP [US],passenger
1291,Departure,2019-12-02 14:49,TANGER MED,KATTEGAT [MA],passenger
1292,Departure,2019-12-02 14:49,SURALAYA,MV.ADHIGUNA TARAHAN [ID],cargo
1293,Arrival,2019-12-02 14:48,VLAARDINGEN - ROTTERDAM,KRVE 62 [NL],high speed
1294,Departure,2019-12-02 14:48,PERAMA,KONSTANTINOS K [GR],passenger
1295,Departure,2019-12-02 14:48,ABELNES,HIDRASUND [NO],passenger
1296,Arrival,2019-12-02 14:48,LICATA,FRECCIA NERA II [IT],fishing
1297,Arrival,2019-12-02 14:48,PARKHAVEN,MSTX 13 [NL],high speed
1298,Departure,2019-12-02 14:48,ALESUND,NOERVOEY [NO],high speed
1299,Departure,2019-12-02 14:48,ULLADULLA,MARKARNA [AU],fishing
1300,Departure,2019-12-02 14:48,ALBLASSERDAM,WITTE DE WITH [NL],passenger
1301,Arrival,2019-12-02 14:48,ANTWERP,PHILIPSKERCKE [BE],cargo
1302,Arrival,2019-12-02 14:48,ROTTERDAM WAALHAVEN,THAMESBANK [NL],tug
1303,Arrival,2019-12-02 14:48,SANTORINI,VASILIKI [GR],tug
1304,Arrival,2019-12-02 14:48,FYNSHAV,FYNSHAV [DK],passenger
1305,Departure,2019-12-02 14:48,BRATISLAVA,DISCAVER+2 BARZE [SK],cargo
1306,Arrival,2019-12-02 14:48,SVENDBORG,AEROESKOEBING [DK],passenger
1307,Departure,2019-12-02 14:48,LOWESTOFT,ARCTIC TERN [GB],yacht
1308,Arrival,2019-12-02 14:48,PAPENDRECHT,MERWEDAM [NL],passenger
1309,Departure,2019-12-02 14:48,ONSLOW,MARRAKAI [AU],tug
1310,Arrival,2019-12-02 14:48,RODOY,EYR MYKEN [NO],tug
1311,Departure,2019-12-02 14:48,SURALAYA,TB.TIRTAYASA II 212 [ID],tug
1312,Arrival,2019-12-02 14:48,LARSNES,AMBU [NO],tug
1313,Arrival,2019-12-02 14:48,GORINCHEM,FRONTERA [NL],cargo
1314,Arrival,2019-12-02 14:48,PORT ARANSAS,"R.E.STOTZER,JR. [US]",passenger
1315,Arrival,2019-12-02 14:48,DOS BOCAS,JUAN PABLO II [MX],passenger
1316,Departure,2019-12-02 14:48,BRANDENBURG,SENNA [DE],cargo
1317,Departure,2019-12-02 14:48,SINGAPORE,CAST INNOVATION [SG],yacht
1318,Departure,2019-12-02 14:48,BERLIN,PRINS BERNHARD [DE],passenger
1319,Arrival,2019-12-02 14:48,CAPE TOWN,KROTOA [ZA],passenger
1320,Departure,2019-12-02 14:48,BREMERTON,RELIANCE [US],high speed
1321,Departure,2019-12-02 14:48,VLAARDINGEN - ROTTERDAM,VOLHARDING 14 [NL],tanker
1322,Departure,2019-12-02 14:48,DORDRECHT,MERWEDAM [NL],passenger
1323,Arrival,2019-12-02 14:48,BRUNSBUETTEL,PILOT KIEBITZ [DE],tug
1324,Arrival,2019-12-02 14:48,YANGSHAN,KAITONG18 [CN],cargo
1325,Departure,2019-12-02 14:48,HJELMELAND,HARDINGEN [NO],passenger
1326,Arrival,2019-12-02 14:48,CATAWBA ISLAND,WM. MARKET [US],passenger
1327,Departure,2019-12-02 14:48,SVENDBORG,ROBAS [DK],fishing
1328,Departure,2019-12-02 14:48,BANGKOK,M/T SMOOTH SEA 102 [TH],tanker
